611,FD,2014
612,FD,2019
613,FC,2016
614,FC,2013
615,AA,2017
616,FC,2018
617,AA,2018
618,FD,2014
619,AA,2016
620,XA,2017
621,AA,2017
622,AA,2014
623,FC,2015
624,AA,2018
625,XA,2014
626,FD,2013
627,FC,2013
628,FC,2019
629,FD,2016
630,FD,2013
631,FC,2020
632,AA,2014
633,AA,2022
634,AA,2022
635,FC,2018
636,AA,2016
637,FD,2014
638,FC,2018
639,XA,2019
640,XA,2013
641,AA,2013
642,FD,2015
643,FD,2022
644,FC,2016
645,FD,2020
646,XA,2016
647,FD,2013
648,FD,2013
649,FD,2016
650,XA,2015
651,XA,2014
652,AA,2013
653,FD,2018
654,FD,2017
655,FC,2020
656,XA,2014
657,AA,2013
658,FC,2017
659,FD,2014
660,FC,2019
661,FC,2020
662,FC,2021
663,XA,2019
664,XA,2020
665,FD,2017
666,AA,2014
667,FD,2014
668,XA,2014
669,FD,2018
670,AA,2013
671,FC,2013
672,AA,2021
673,FC,2020
674,FD,2021
675,AA,2013
676,FD,2019
677,FD,2022
678,FD,2013
679,FC,2013
680,XA,2019
681,FD,2015
682,AA,2013
683,FC,2014
684,FC,2017
685,XA,2016
686,AA,2017
687,XA,2020
688,FC,2020
689,XA,2013
690,FC,2018
691,AA,2018
692,FC,2016
693,FD,2017
694,AA,2017
695,AA,2015
696,FD,2017
697,AA,2020
698,XA,2018
699,XA,2015
700,AA,2013
701,AA,2018
702,AA,2017
703,FD,2018
704,FD,2015
705,XA,2018
706,FC,2014
707,FD,2015
708,AA,2016
709,FC,2014
710,XA,2019
711,AA,2022
712,AA,2016
713,AA,2016
714,XA,2014
715,FC,2013
716,FD,2021
717,FC,2017
718,AA,2015
719,FC,2020
720,FC,2013
721,FD,2022
722,AA,2017
723,FD,2018
724,FD,2015
725,XA,2017
726,FC,2022
727,FD,2014
728,FD,2015
729,FC,2022
730,FC,2022
731,FD,2016
732,FD,2017
733,FD,2022
734,XA,2021
735,XA,2022
736,FD,2019
737,XA,2019
738,XA,2018
739,AA,2018
740,XA,2021
741,FD,2014
742,AA,2013
743,AA,2017
744,FD,2022
745,FC,2020
746,FC,2019
747,XA,2022
748,FC,2015
749,FC,2020
750,XA,2020
751,XA,2022
752,FC,2018
753,XA,2019
754,FD,2020
755,XA,2013
756,XA,2013
757,FD,2021
758,FC,2017
759,FD,2014
760,AA,2015
761,XA,2013
762,FD,2020
763,FC,2018
764,FC,2019
765,FD,2018
766,AA,2014
767,AA,2016
768,XA,2020
769,FC,2019
770,AA,2018
771,FD,2013
772,FC,2020
773,XA,2021
774,FD,2014
775,FD,2013
776,FD,2017
777,XA,2021
778,FD,2022
779,XA,2013
780,FD,2022
781,XA,2015
782,AA,2018
783,FD,2022
784,XA,2018
785,XA,2013
786,XA,2014
787,AA,2019
788,XA,2021
789,XA,2015
790,XA,2014
791,AA,2013
792,AA,2016
793,XA,2016
794,FD,2015
795,XA,2015
796,XA,2020
797,XA,2013
798,AA,2018
799,XA,2013
800,FC,2013
801,FD,2018
802,FC,2018
803,XA,2013
804,AA,2014
805,XA,2021
806,XA,2013
807,FD,2020
808,FD,2013
809,FD,2018
810,FD,2013
811,FD,2018
812,FC,2022
813,FD,2013
814,FC,2019
815,FD,2017
816,FC,2019
817,FD,2021
818,FC,2020
819,FC,2022
820,XA,2018
821,FC,2014
822,XA,2020
823,FC,2021
824,XA,2022
825,XA,2015
826,FD,2014
827,FD,2019
828,FD,2016
829,FC,2014
830,FC,2014
831,FD,2018
832,XA,2019
833,AA,2021
834,FD,2016
835,FD,2019
836,FC,2019
837,AA,2016
838,FD,2015
839,FC,2016
840,XA,2018
841,FD,2015
842,FC,2018
843,XA,2022
844,XA,2019
845,FD,2021
846,FD,2014
847,FD,2022
848,AA,2016
849,FC,2020
850,FC,2021
851,FC,2021
852,FC,2019
853,XA,2020
854,FC,2013
855,FD,2013
856,AA,2016
857,FC,2017
858,FC,2013
859,AA,2016
860,AA,2022
861,FC,2017
862,AA,2015
863,FD,2015
864,FD,2013
865,XA,2016
866,XA,2015
867,XA,2021
868,XA,2016
869,XA,2014
870,AA,2013
871,FD,2020
872,XA,2013
873,AA,2015
874,XA,2015
875,XA,2022
876,XA,2019
877,AA,2015
878,FD,2013
879,AA,2021
880,AA,2019
881,FD,2019
882,AA,2021
883,XA,2019
884,AA,2021
885,FD,2019
886,AA,2013
887,FC,2016
888,XA,2016
889,XA,2015
890,XA,2021
891,AA,2015
892,FC,2015
893,FD,2018
894,FD,2022
895,XA,2022
896,AA,2013
897,XA,2019
898,AA,2014
899,FD,2022
900,FC,2022
901,AA,2015
902,AA,2021
903,FC,2016
904,FD,2015
905,FD,2014
906,FD,2016
907,XA,2016
908,XA,2018
909,AA,2018
910,FC,2022
911,FD,2021
912,XA,2022
913,FD,2019
914,FD,2016
915,FC,2018
916,XA,2019
917,FD,2013
918,AA,2019
919,FC,2017
920,XA,2019
921,FC,2019
922,FC,2016
923,FC,2020
924,FD,2016
925,AA,2022
926,AA,2013
927,FC,2022
928,FC,2016
929,FD,2016
930,FC,2013
931,FC,2017
932,FC,2018
933,AA,2015
934,XA,2020
935,AA,2020
936,AA,2016
937,FD,2019
938,AA,2018
939,AA,2020
940,XA,2013
941,FC,2020
942,AA,2020
943,FD,2013
944,AA,2017
945,AA,2017
946,FC,2017
947,FD,2017
948,FC,2014
949,XA,2015
950,AA,2021
951,FC,2017
952,AA,2018
953,XA,2018
954,XA,2015
955,AA,2021
956,FC,2018
957,AA,2016
958,XA,2022
959,AA,2017
960,FC,2020
961,XA,2018
962,XA,2017
963,FC,2016
964,FD,2020
965,FC,2022
966,AA,2016
967,FD,2022
968,XA,2014
969,XA,2018
970,AA,2020
971,XA,2020
972,AA,2016
973,XA,2016
974,XA,2018
975,AA,2017
976,FC,2019
977,FC,2013
978,XA,2013
979,AA,2018
980,AA,2022
981,FD,2014
982,XA,2013
983,FC,2019
984,XA,2014
985,XA,2016
986,AA,2017
987,FC,2018
988,XA,2021
989,FD,2019
990,FC,2019
991,FD,2022
992,XA,2016
993,FC,2016
994,XA,2018
995,FC,2014
996,XA,2018
997,AA,2017
998,FD,2018
999,AA,2021
1000,AA,2016
