708,FC
709,FD
710,FC
711,AA
712,AA
713,AA
714,XA
715,XA
716,FC
717,XA
718,FC
719,FC
720,XA
721,FC
722,XA
723,FC
724,FD
725,XA
726,XA
727,FC
728,FD
729,FD
730,AA
731,AA
732,XA
733,FD
734,AA
735,XA
736,AA
737,XA
738,XA
739,FD
740,FC
741,FD
742,XA
743,AA
744,XA
745,FD
746,AA
747,FC
748,AA
749,AA
750,FD
751,XA
752,FC
753,XA
754,XA
755,FC
756,XA
757,XA
758,FC
759,AA
760,XA
761,FC
762,FD
763,FC
764,FC
765,FD
766,FC
767,FD
768,FD
769,AA
770,FD
771,XA
772,AA
773,FC
774,FC
775,FD
776,FC
777,FD
778,XA
779,AA
780,AA
781,AA
782,AA
783,FC
784,FC
785,FC
786,FD
787,XA
788,FC
789,XA
790,FC
791,FC
792,XA
793,AA
794,AA
795,FC
796,FC
797,XA
798,AA
799,FC
800,FC
801,FD
802,FD
803,XA
804,XA
805,XA
806,AA
807,AA
808,FD
809,AA
810,FD
811,XA
812,FC
813,AA
814,XA
815,XA
816,FD
817,FD
818,FD
819,FD
820,FC
821,AA
822,FC
823,AA
824,AA
825,XA
826,FD
827,FC
828,FD
829,XA
830,AA
831,AA
832,AA
833,AA
834,XA
835,XA
836,XA
837,AA
838,AA
839,FD
840,FD
841,FC
842,AA
843,FD
844,AA
845,XA
846,AA
847,FC
848,XA
849,AA
850,FC
851,AA
852,AA
853,XA
854,FC
855,FC
856,AA
857,FD
858,FC
859,XA
860,FC
861,AA
862,FD
863,FD
864,FC
865,AA
866,XA
867,AA
868,AA
869,AA
870,AA
871,FD
872,XA
873,XA
874,FC
875,XA
876,XA
877,AA
878,AA
879,AA
880,AA
881,FD
882,XA
883,AA
884,XA
885,XA
886,FC
887,FC
888,FC
889,AA
890,FD
891,XA
892,FC
893,XA
894,XA
895,AA
896,FD
897,FD
898,AA
899,AA
900,FC
901,XA
902,FC
903,FC
904,AA
905,AA
906,AA
907,AA
908,XA
909,FD
910,FC
911,FD
912,FD
913,FD
914,FD
915,XA
916,FC
917,XA
918,FD
919,FD
920,FD
921,FC
922,FD
923,AA
924,FC
925,FD
926,AA
927,FC
928,XA
929,FC
930,FD
931,XA
932,FC
933,AA
934,XA
935,FD
936,AA
937,XA
938,XA
939,XA
940,AA
941,AA
942,XA
943,XA
944,XA
945,AA
946,FC
947,FD
948,AA
949,AA
950,XA
951,FC
952,AA
953,XA
954,FD
955,FC
956,FC
957,FD
958,FC
959,XA
960,FD
961,FC
962,FC
963,XA
964,XA
965,XA
966,XA
967,XA
968,FD
969,FD
970,XA
971,FD
972,FC
973,FD
974,AA
975,FC
976,FC
977,XA
978,AA
979,FD
980,FD
981,FD
982,XA
983,FC
984,FD
985,FD
986,XA
987,FC
988,FD
989,XA
990,XA
991,FD
992,FD
993,XA
994,AA
995,AA
996,AA
997,XA
998,FC
999,FC
1000,FD
